url,domain,success,timestamp,status_code,response_size,response_time,robots_allowed,crawl_delay,error_type,error_message,processed_by_thread,robots_file_size,robots_user_agents,robots_sitemaps,robots_total_rules,robots_errors,robots_valid
https://www.python.org/about/,www.python.org,True,2025-09-04T12:58:11.383925,200,43804,0.08908390998840332,True,,,,ThreadPoolExecutor-0_1,537,6,0,7,0,True
https://docs.python.org/3/,docs.python.org,True,2025-09-04T12:58:11.653997,200,17874,0.08776307106018066,True,,,,ThreadPoolExecutor-0_1,484,1,1,20,0,True
https://github.com/python,github.com,True,2025-09-04T12:58:12.157403,200,297150,0.6007881164550781,True,,,,ThreadPoolExecutor-0_1,1551,2,0,57,0,True
https://stackoverflow.com/questions,stackoverflow.com,True,2025-09-04T12:58:13.239279,200,209936,0.40839290618896484,True,,,,ThreadPoolExecutor-0_1,,,,,,
https://httpbin.org/get,httpbin.org,True,2025-09-04T12:58:11.383223,200,325,1.1962411403656006,True,,,,ThreadPoolExecutor-0_0,30,1,0,1,0,True
